OG_id,num_of_seq_aa_unique,mean_seq_len_orig,median_seq_len_orig,max_ld,mean_ld,median_ld,var_ld,dim_ur,dim_CI_ur,dim_R^2_ur,dim_range_end_ur,dim_range_start_ur,n_seq_from_dim_log10,n_seq_from_dim_log20,log10_nseq_ci,log20_nseq_ci
COG0129,2007,586.0537580886013,581.0,0.98282,0.63378507987249,0.66894,0.0156712374855077,3.99,0.366,0.981,0.85,0.35,10.999033970859879,8.454097144198828,1.008933943191658,0.7754886102197421
COG0130,1279,299.540625,305.0,0.97399,0.6984660728684503,0.70336,0.0066907824097632,7.575,0.615,0.985,0.85,0.35,18.731871605251477,14.39772462409036,1.5208054174560603,1.1689241774013954
COG0142,2716,323.3395879323032,323.0,0.95813,0.7250443318470181,0.74,0.0058360228974201,7.708,0.509,0.99,0.9,0.4,19.1977526146217,14.755810917967434,1.2677291230983971,0.9744042238253016
COG0143,1376,618.3422965116279,650.5,0.98094,0.7102762554545454,0.73857,0.0127548306374547,4.904,0.479,0.978,0.9,0.4,13.755179310027202,10.572530499581019,1.3435421879084481,1.032675797165438
COG0144,1726,433.1066048667439,438.5,0.98383,0.7660255033368605,0.76803,0.0065108471852317,8.308,0.612,0.988,0.9,0.4,21.890663287807964,16.82564073139302,1.6125524713695802,1.239442961917733
COG0145,996,753.1355421686746,686.0,0.98748,0.7617656161328732,0.79692,0.0101240546319493,6.445,0.65,0.977,0.95,0.45,18.244843873186372,14.02338449842973,1.8400540756510695,1.4143056515095926
COG0147,2130,499.9873298920695,493.0,0.99225,0.7344398720067388,0.74175,0.0092208843410047,7.234,0.49,0.989,0.85,0.35,19.455611706279424,14.954007033750397,1.3178393331596512,1.0129200230215225
COG0148,1375,424.5528985507247,428.0,0.98837,0.4473000615164747,0.41723,0.0132494287720216,4.586,0.736,0.944,0.65,0.15,12.044502202949053,9.257666804831917,1.9330034063171613,1.4857485321317685
COG0151,1231,432.53939886271326,426.0,0.99152,0.5945485294657659,0.58199,0.0136030376562043,5.401,0.236,0.996,0.65,0.15,14.181465531782848,10.900183377052219,0.6196678143863641,0.47629018274103385
COG0156,1839,410.313789359392,397.0,0.99306,0.6944274636532488,0.70175,0.0097437009445738,5.507,0.938,0.937,0.9,0.4,14.294883339003654,10.987358774697777,2.434828504083063,1.8714622354578743
COG0161,1720,446.5470930232558,448.0,0.99287,0.6888262646211294,0.70172,0.0070306603855861,6.22,0.794,0.964,0.85,0.35,16.47161990351832,12.660445922395526,2.102647299580956,1.6161405244987217
COG0162,1351,406.3801775147929,415.0,0.97691,0.6773247264851826,0.72038,0.0158526887362836,5.232,0.256,0.994,0.8,0.3,13.644546674906138,10.487495845891422,0.6676230788944899,0.5131496438356659
COG0167,1625,355.1327596803933,343.0,0.98438,0.7414550506707086,0.78552,0.0147880189170844,5.789,0.452,0.986,0.85,0.35,14.637237002477194,11.25049925924811,1.142862519454084,0.8784290318155376
COG0169,1539,288.9727095516569,278.0,0.97863,0.7260937841521398,0.7303,0.0061721523248514,8.04,0.544,0.99,0.85,0.35,19.574693099928304,15.045535587316225,1.3244568465623134,1.018006387997516
COG0178,1869,970.4823529411764,945.0,0.98894,0.5921672834583875,0.58534,0.0219023322244389,5.027,0.387,0.986,0.65,0.15,14.933215006378404,11.477994401472067,1.1496228779527438,0.883625190644458
COG0184,1285,94.99226604795052,89.0,0.96104,0.5297005524322097,0.48315,0.0272031841755484,4.807,0.435,0.981,0.65,0.15,9.287755979706342,7.138771596858019,0.8404771897591551,0.6460090793911459
COG0189,2046,335.3972669594924,316.0,0.97929,0.7993528465584948,0.8267,0.0099611060839827,6.271,0.962,0.948,1.0,0.5,15.618542581185924,12.00475210659151,2.395955663068228,1.8415837229374954
COG0190,1351,289.3178122690318,288.0,0.97541,0.5706284629986019,0.56522,0.0085852381907369,6.091,0.612,0.977,0.75,0.25,14.914298900729618,11.463455070548237,1.498530771178218,1.151803398978086
COG0196,1173,315.5404255319149,313.0,0.96445,0.6778450964243837,0.67619,0.0058539404673385,8.082,0.85,0.975,0.85,0.35,20.04193801228964,15.404670206747408,2.1078504467268244,1.6201397767551715
COG0200,1297,151.52190622598002,148.0,0.94161,0.6017028754747423,0.59756,0.013679459887994,4.846,0.287,0.992,0.75,0.25,10.390467439809477,7.986339649691702,0.615366107145134,0.47298379683481595
COG0206,1527,415.2610966057441,392.0,0.97297,0.6667786637295824,0.66493,0.0158411302389439,5.318,0.393,0.988,0.8,0.3,13.727808177852106,10.551492451060756,1.0144845080661675,0.7797548953115604
COG0211,1191,128.24854045037532,87.0,0.98728,0.4682791871811694,0.44444,0.0233050519071628,4.032,0.354,0.982,0.6,0.1,7.797725074638136,5.993501380157315,0.6846216955411459,0.5262151509364309
COG0226,1881,354.3825717321998,343.0,0.98752,0.797320405657923,0.81351,0.0071148668578732,7.258,0.746,0.976,0.95,0.45,18.36157886581181,14.113109557048276,1.8872606549869952,1.4505896568693875
COG0227,1196,75.89155629139073,78.0,0.91111,0.6462790421348709,0.6875,0.0208668326165557,3.823,0.245,0.991,0.95,0.45,7.078916885395267,5.441009745346062,0.45365802692174745,0.34869144326701157
COG0235,1819,238.71075740944016,231.0,0.98128,0.7816492876802797,0.80212,0.0080039697985995,6.794,0.952,0.957,1.0,0.5,16.00262107563841,12.29996320528449,2.242345490728255,1.723515597796708
COG0240,1250,340.76555023923447,335.0,0.98441,0.6758069769991997,0.66087,0.0105504824655053,6.911,0.883,0.964,0.85,0.35,17.40342411337584,13.376650939161472,2.2235889874274157,1.7090989407147419
COG0245,984,216.582995951417,161.0,0.96264,0.6510882943370633,0.64497,0.0244182139651931,5.318,0.41,0.986,0.7,0.2,11.647961048578095,8.95287663420362,0.898018809687292,0.6902368221179925
COG0248,1462,421.1454918032787,487.0,0.98562,0.7950235844496817,0.82074,0.0074032713765173,7.553,0.515,0.989,0.95,0.45,20.25139415438899,15.565662760952472,1.3808378114008117,1.0613420259354593
COG0253,1130,286.2994699646643,279.0,0.97863,0.6724401704225683,0.68792,0.0092195798997386,6.104,0.407,0.99,0.85,0.35,14.87070353318994,11.429946721251934,0.9915426503945454,0.7621212836745637
COG0258,1577,740.6755386565272,896.0,0.98211,0.7459495248479896,0.6998,0.0224342642080471,6.096,0.484,0.986,0.8,0.3,17.949477798403002,13.796359698257747,1.4251225811068,1.0953802647566846
COG0264,1180,275.4391891891892,286.0,0.97749,0.6357935890225844,0.64725,0.0095856716327847,5.841,0.39,0.99,0.8,0.3,14.28988007893756,10.98351316000575,0.9541265589429291,0.7333624606064445
COG0266,1394,280.184229390681,276.0,0.98258,0.7048378712377215,0.72917,0.0087829392767219,6.731,0.266,0.996,0.85,0.35,16.37838750095761,12.588785466547906,0.6472516825515859,0.4974917447781523
COG0320,1051,316.03889943074006,318.0,0.9711,0.5623267278147797,0.58182,0.008897091681225,4.477,0.488,0.973,0.75,0.25,11.146346938775553,8.567325100822913,1.214969244164054,0.933851831405312
COG0328,1289,191.0874613003096,156.0,0.98898,0.7234721216552868,0.78,0.0236855604953296,5.49,0.539,0.978,0.7,0.2,12.013833469437868,9.234094148080423,1.1795002258701295,0.9065895711867665
COG0334,1579,417.3544303797468,426.0,0.98144,0.6937921663853281,0.72626,0.0172326905260252,4.574,0.23,0.994,0.65,0.15,11.989704318474974,9.215547956952387,0.6028928712831755,0.46339659599891764
COG0341,1212,459.1920857378401,323.0,0.98227,0.7686494993091382,0.77513,0.0135956116142372,6.486,0.555,0.983,0.9,0.4,16.22429704910243,12.470348188107955,1.3882955384292088,1.0670741974097926
COG0345,1309,269.2679389312977,271.0,0.98567,0.698095274902288,0.69963,0.0058105588901989,8.416,0.88,0.975,0.85,0.35,20.42311418004535,15.697650513908716,2.1354967298526506,1.6413893122908352
COG0352,1546,244.08150064683053,214.0,0.98184,0.7707014215869749,0.77824,0.0071449773500719,8.635,0.908,0.975,0.95,0.45,20.054394560518435,15.414244581104885,2.108788681059727,1.620860924104602
COG0355,1213,128.66694078947367,136.0,0.98015,0.7392196598320181,0.75714,0.0103723914519292,6.049,0.435,0.988,0.9,0.4,12.85310545690535,9.87917688273264,0.9243016818902011,0.7104384103138862
COG0359,1163,161.54888507718695,150.0,0.978,0.6584775715218075,0.66879,0.0095326124120723,5.651,0.523,0.981,0.85,0.35,12.242496573328388,9.40984959157719,1.1330429495400367,0.8708814964421998
COG0361,1265,78.81635802469135,72.0,0.95197,0.5141550376869967,0.46575,0.0411594492239176,3.081,0.268,0.983,0.6,0.1,5.656579693015684,4.347770391049935,0.49203614337169854,0.3781896997083358
COG0382,1662,312.7033033033033,297.0,0.97368,0.7863014147596414,0.80516,0.0070752621461589,6.889,0.948,0.958,1.0,0.5,16.955018721572635,13.031996785684894,2.333191718399021,1.7933419876367074
COG0425,1427,135.83391243919388,80.0,0.98825,0.7948525910436968,0.79167,0.013581716884469,6.866,0.633,0.981,0.95,0.45,13.031371457507731,10.016196014648505,1.2014066607344005,0.9234273342954419
COG0439,958,440.115625,447.0,0.98138,0.7221152526270553,0.82448,0.0408108933017022,3.259,0.315,0.979,0.6,0.1,8.61074966261261,6.618409791711305,0.8322755887459258,0.6397051501654069
COG0440,1125,168.7413640389725,168.0,0.97107,0.6463452294820085,0.63918,0.0185870992099254,4.461,0.339,0.987,0.8,0.3,9.870229352859793,7.5864733217180875,0.7500577786638578,0.5765107500700363
COG0442,1354,532.2725258493354,568.0,0.9449,0.6921677691349493,0.67726,0.0253434289005836,4.581,0.122,0.998,0.7,0.2,12.504912300112927,9.611548036393303,0.3330275705334593,0.2559722463304918
COG0450,1476,202.6347062795409,200.0,0.98331,0.679564641624179,0.71296,0.0175675005400903,4.17,0.494,0.969,0.9,0.4,9.564814282785951,7.351724644829994,1.1330979030446666,0.8709237349031216
COG0455,969,354.50877192982455,293.0,0.98494,0.8194342814864094,0.83732,0.0071054028663608,8.362,0.75,0.982,1.0,0.5,20.57283958167072,15.812732719641382,1.8452080466698209,1.418267105923348
COG0458,1544,943.8990291262136,1073.0,0.95714,0.6369795454148605,0.57486,0.0420481880660655,4.448,0.179,0.996,0.65,0.15,13.39548643733221,10.296062721056494,0.5390719586965974,0.4143424521288472
COG0460,1389,511.8094895758448,436.0,0.97709,0.7492358703730213,0.7587,0.0205096309250827,5.271,0.593,0.972,0.85,0.35,13.859678395670448,10.652850773511302,1.559246687276148,1.1984709748989189
COG0461,1302,214.6758832565284,210.0,0.98206,0.7425611538211772,0.77333,0.0134217615307824,4.97,0.723,0.953,0.95,0.45,11.502355865562782,8.84096131826119,1.673280340201588,1.2861197249703904
COG0464,1596,577.1190476190476,561.0,0.98227,0.8210942503830101,0.84076,0.0086227252158408,6.335,1.293,0.912,1.0,0.5,17.365462352403828,13.347472702611562,3.544363507759771,2.7242750125456587
COG0465,1775,636.4136184580755,640.0,0.99099,0.6082320947202948,0.58894,0.0148280770489343,5.672,0.491,0.983,0.75,0.25,15.894357723656604,12.21674963423492,1.375904379815831,1.0575500829353575
COG0471,1567,530.3382165605095,514.0,0.97522,0.7955334101165397,0.81875,0.0059106174422345,8.487,0.736,0.983,0.95,0.45,22.915457751144164,17.613320082946473,1.9872483686629083,1.5274423920170381
COG0474,1686,883.8969194312796,892.0,0.98825,0.7191227840375091,0.73251,0.0080028583502437,8.488,0.676,0.986,0.85,0.35,24.99912647769592,19.214873262731814,1.990976613916405,1.5303080025455593
COG0482,1313,367.9155251141552,368.0,0.97716,0.6518282235803318,0.65261,0.0131205195241238,5.27,0.428,0.985,0.8,0.3,13.469137142438672,10.352672257617467,1.0938881777919833,0.8407862858178893
COG0483,2177,273.97015610651977,267.0,0.97193,0.7296865495512912,0.73741,0.0053991758401914,8.059,0.759,0.98,0.9,0.4,19.45560461918406,14.954001586454496,1.8323370028490762,1.4083741412233484
COG0490,324,365.0828220858896,206.0,0.98537,0.8432720586324197,0.8885149999999999,0.0141480868241188,6.254,0.194,0.998,1.0,0.5,14.430895842680918,11.09190094830681,0.4476485119091939,0.3440723991000194
COG0496,1001,259.70059880239523,256.0,0.97269,0.657227497762238,0.66667,0.0070420788258496,6.417,0.482,0.987,0.8,0.3,15.37650790958686,11.818718984829747,1.1549753486708534,0.8877392162518215
COG0498,1655,420.671497584541,426.0,0.97832,0.7481194848412889,0.79147,0.0131137557711747,5.248,0.388,0.988,0.9,0.4,13.749185507170031,10.567923532118972,1.0165175260636379,0.7813175172374544
COG0505,1215,383.3659539473685,378.0,0.97626,0.5723883967566319,0.58182,0.0090014692051299,5.161,0.33,0.991,0.7,0.2,13.248582701037336,10.18314930877202,0.8471289074486188,0.6511217345271784
COG0509,1202,133.70041493775935,127.0,0.96797,0.6102558527627421,0.58779,0.0127392329390745,6.557,0.697,0.975,0.75,0.25,13.701937460609743,10.531607654147093,1.456496936105687,1.1194952775568892
COG0517,1780,390.0527201346046,351.0,0.9871,0.8450217430635822,0.8875,0.0176528755944321,4.861,0.342,0.989,0.6,0.1,12.345327452565163,9.488887645718513,0.8685665477838482,0.6675991719472808
COG0522,1342,202.55851851851853,205.5,0.9387,0.590678631245895,0.58411,0.0177374353760536,4.168,0.54,0.963,0.8,0.3,9.525291468516869,7.321346548705537,1.2340828678020896,0.9485429789589708
COG0523,1533,358.9328114807567,355.0,0.98276,0.751219766162697,0.7623,0.0085655310977866,6.354,0.745,0.969,0.9,0.4,16.15616219014593,12.417978251070704,1.89429348940175,1.4559952466238077
COG0525,1327,901.5501130369254,890.0,0.99235,0.6363228056117232,0.62177,0.0130812403946829,5.53,0.398,0.988,0.75,0.25,16.291683490127248,12.522142874817256,1.172529842508254,0.9012319826722003
COG0527,1893,502.0221752903907,425.0,0.97969,0.7457937740300588,0.78029,0.0166533907338115,4.813,0.237,0.994,0.9,0.4,12.607545713554263,9.690434314022095,0.6208161924189405,0.4771728511164008
COG0528,1313,241.40167046317387,240.0,0.9646,0.5639858404231607,0.52917,0.0186590875841489,4.795,0.604,0.965,0.7,0.2,11.338058004131367,8.714678402433746,1.4281933335756716,1.0977405120062527
COG0532,1296,860.2126348228043,893.0,0.98185,0.6659864141879975,0.65152,0.0117679655529033,6.157,0.592,0.979,0.8,0.3,18.11941438681012,13.92697666248876,1.742194789181678,1.339088871884578
COG0533,1338,356.67388059701494,343.0,0.97732,0.6220893992417713,0.60399,0.0127133117362737,5.447,0.48,0.982,0.75,0.25,13.755477446949293,10.5727596541148,1.2121588350533616,0.9316916897328995
COG0541,1259,468.05630452022206,455.0,0.97806,0.5642394578809992,0.57231,0.009426821180747,4.954,0.376,0.987,0.75,0.25,13.120059135158295,10.084363295914994,0.9957897123172222,0.7653856679983927
COG0549,373,311.5844504021448,312.0,0.96082,0.5811867076018334,0.58786,0.006216692145247,6.732,0.859,0.964,0.8,0.3,16.673794903650055,12.815842032251206,2.1275683039565356,1.635295351411733
COG0551,932,676.9989281886388,728.0,0.98633,0.7617791880529036,0.77901,0.0231807011653388,4.518,0.321,0.988,0.95,0.45,12.90410206439747,9.918373986306024,0.9168253126763144,0.7046919100496313
COG0552,1241,381.3779210314263,359.0,0.98042,0.658196665410309,0.66598,0.0073223471014855,6.713,0.722,0.974,0.85,0.35,17.094698876988335,13.139357996326632,1.838577772856484,1.4131709330177011
COG0560,1750,295.00342075256555,265.0,0.98314,0.8165348607628846,0.83784,0.0079600078049974,7.336,0.695,0.98,1.0,0.5,17.722758057289703,13.622097965731285,1.6790235618615517,1.2905340902648914
COG0563,1702,209.67957746478876,213.0,0.9748,0.7056899467583525,0.70222,0.0179668702265962,5.228,0.412,0.986,0.75,0.25,12.114818908018046,9.311713756326766,0.9547255910679868,0.7338228897487811
COG0573,1189,343.9294117647059,319.0,0.95616,0.7110801056117667,0.72384,0.0086841426358862,6.438,0.45,0.989,0.9,0.4,15.994060236602646,12.29338315788797,1.1179445645342017,0.859276548780613
COG0592,1471,359.38602442333786,371.0,0.97395,0.7551115156980535,0.75853,0.0099938439742394,6.413,0.59,0.981,0.9,0.4,16.403880495308357,12.608379937417684,1.5091672372106548,1.159978818505603
COG0595,945,547.7209302325581,556.0,0.96202,0.6899834596448748,0.68896,0.014126429105462,5.322,0.526,0.978,0.9,0.4,14.519793825977192,11.160229875074485,1.435064177464112,1.103021592312886
COG0597,1324,177.8777358490566,168.0,0.97125,0.7297376888560058,0.73653,0.0050363041093583,9.09,0.831,0.981,0.9,0.4,20.11290045003164,15.459213482443202,1.8387041005474467,1.4132680312332562
COG0598,1569,332.4426125554851,327.0,0.97879,0.7896316390834537,0.80519,0.0051619291238572,8.645,0.808,0.98,0.95,0.45,21.657776253682254,16.64663868309139,2.0242317192568264,1.5558686010338747
COG0603,865,243.29561200923789,231.0,0.98387,0.6788017088685507,0.68465,0.0163388489398904,4.842,0.209,0.996,0.75,0.25,11.410413638827468,8.770292519661822,0.49251888692997536,0.37856074692468417
COG0605,1384,207.868345323741,202.0,0.98131,0.6046919428422758,0.61321,0.0135092212167051,4.675,0.233,0.994,0.75,0.25,10.739211751829524,8.254392125946922,0.5352377193959955,0.41139537226644546
COG0616,1569,403.0814249363868,336.5,0.96838,0.8071853279012365,0.83165,0.0072117262699938,7.288,0.831,0.971,1.0,0.5,18.314969052834474,14.077284239313347,2.088328661210956,1.6051349070896528
COG0617,1686,476.4096028452875,449.0,0.97247,0.7758900074412777,0.78992,0.0091345488147055,6.237,0.918,0.952,1.0,0.5,16.466444366399923,12.656467891807726,2.423632504145443,1.8628567459803578
COG0618,1012,424.2556762092794,337.0,0.9622,0.8128358901686195,0.83032,0.0079021398414014,8.441,0.854,0.977,1.0,0.5,21.194466834269182,16.2905289692822,2.144304546435953,1.6481591920112542
COG0619,1467,274.0940695296524,261.0,0.97371,0.8042494878225928,0.80782,0.0037182627685897,9.524,1.508,0.945,1.0,0.5,22.90588799022676,17.605964556210505,3.626845767457156,2.787672674376884
COG0631,1681,362.1058263971463,285.0,0.97445,0.8078278443740974,0.82043,0.0063037681871673,10.522,0.97,0.981,0.95,0.45,25.711605706729046,19.762500320837812,2.3702962873528963,1.821861367725972
COG0643,1559,865.0044900577293,732.0,0.99455,0.7987319017490064,0.80566,0.0079928737617347,8.734,0.859,0.978,0.95,0.45,24.997910696129047,19.213938786531475,2.4585762866927925,1.8897152985608583
COG0646,1021,879.9431929480901,1154.0,0.95656,0.7490742934646927,0.8195,0.0289796365112788,4.167,0.463,0.972,0.65,0.15,12.679839410409084,9.746000824475935,1.4088710456010094,1.0828889804973263
COG0653,1311,945.4561403508771,908.0,0.99997,0.5918579883662025,0.57659,0.0140922653355866,5.657,0.392,0.989,0.7,0.2,16.73381793986167,12.861977045595754,1.159564545240547,0.8912665727193805
COG0669,1139,164.24868651488617,163.0,0.96134,0.5981436091845127,0.60234,0.0058882938286642,6.873,0.763,0.972,0.8,0.3,15.086679115886147,11.595950259537755,1.6748343031312571,1.2873141347340764
COG0678,426,187.7253521126761,168.0,0.95378,0.6060780461750898,0.63536,0.0163669321577743,4.186,0.115,0.998,0.65,0.15,9.22911486617089,7.0936987593901,0.2535471117079915,0.19488183404917855
COG0679,1441,309.9750692520776,310.0,0.95065,0.7768820202598504,0.78287,0.0021790032787321,10.852,1.779,0.941,1.0,0.5,26.797737222799835,20.597324667463642,4.393031194191016,3.3765794861240153
COG0682,1368,294.24872355944564,280.0,0.9544,0.7323900383731824,0.7541,0.0091854066182035,6.999,0.27,0.997,0.85,0.35,16.98579234556953,13.055650063548935,0.6552598847412163,0.503647023454524
COG0685,1281,326.4466095089634,298.0,0.95638,0.7603438083162567,0.79539,0.0138175567565843,5.628,0.376,0.99,0.95,0.45,13.81587750655945,10.619184455857615,0.9230223778369498,0.7094551093465643
COG0691,1183,156.6307821698907,157.0,0.86977,0.5760008477114449,0.58537,0.005514090960392,6.504,0.523,0.985,0.8,0.3,13.8880177126777,10.674632989987247,1.1167640319388743,0.8583691657077693
COG0693,1859,237.4664159054272,195.0,0.97794,0.780184011572596,0.79741,0.0114879793765086,6.314,0.474,0.987,0.95,0.45,14.398109830948128,11.066700905385387,1.0808843933907843,0.8307912938157545
COG0696,758,506.51846965699207,512.0,0.92193,0.5708736716242075,0.54631,0.0143825671936281,6.147,0.602,0.978,0.75,0.25,16.436880732391668,12.633744638610809,1.6097286808036089,1.2372725349672535
COG0698,1006,161.92544731610337,151.0,0.98816,0.665024351265541,0.65806,0.0126614930136469,6.37,0.475,0.987,0.8,0.3,13.84713286405305,10.643208004582677,1.0325570032064675,0.7936458088189593
COG0712,1116,196.72271914132375,181.0,0.97421,0.7639432069370107,0.77049,0.0067344994876097,7.874,0.805,0.976,0.95,0.45,17.687611538424658,13.59508358560002,1.8082965822240096,1.3898961501661187
COG0713,941,102.80168776371308,101.0,0.89172,0.5751779704705269,0.59167,0.0154073510714244,3.871,0.445,0.97,0.85,0.35,7.566062589876553,5.815440547176015,0.8697746971054162,0.6685277818375942
COG0717,985,207.8732251521298,189.0,0.95719,0.7100037232883495,0.7602,0.0341964839759278,3.855,0.476,0.966,1.0,0.5,8.702508134068397,6.688937351999381,1.0745509395114285,0.8259232631781337
COG0718,1087,111.7296803652968,108.0,0.97892,0.6633533364337618,0.67227,0.0156549097607546,4.739,0.272,0.992,0.8,0.3,9.592546165299545,7.3730399739200365,0.5505745003083935,0.42318355621571013
COG0720,1187,157.11942809083263,137.0,0.9809,0.7697811673114161,0.77863,0.0101117437478602,6.744,0.976,0.954,1.0,0.5,14.353560714600139,11.032459483975842,2.0772650144498424,1.5966311471471564
COG0721,1041,100.67881112176414,96.0,0.9773,0.683492671894628,0.69072,0.0087423411354699,6.549,0.464,0.988,0.85,0.35,12.916587014222793,9.927970190749374,0.9151467971597765,0.7034017664540708
COG0723,1207,259.4838442419221,198.0,0.97969,0.805860380890356,0.83333,0.0128043849091883,5.691,0.562,0.978,1.0,0.5,13.019607247732049,10.007153786709956,1.2857176723291888,0.9882306146777363
COG0728,1141,543.9457092819615,521.0,0.98694,0.7450842945554069,0.76208,0.0086584595759229,6.817,0.459,0.99,0.9,0.4,18.481762809209787,14.205485554372334,1.244407969697417,0.9564790772270649
